"table_catalog","table_schema","table_name","column_name","ordinal_position","column_default","is_nullable","data_type","character_maximum_length","character_octet_length","numeric_precision","numeric_precision_radix","numeric_scale","datetime_precision","interval_type","interval_precision","character_set_catalog","character_set_schema","character_set_name","collation_catalog","collation_schema","collation_name","domain_catalog","domain_schema","domain_name","udt_catalog","udt_schema","udt_name","scope_catalog","scope_schema","scope_name","maximum_cardinality","dtd_identifier","is_self_referencing","is_identity","identity_generation","identity_start","identity_increment","identity_maximum","identity_minimum","identity_cycle","is_generated","generation_expression","is_updatable"
"mmdb007","public","change_password_wizard","create_date",4,NULL,"YES","timestamp without time zone",NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","timestamp",NULL,NULL,NULL,NULL,"4","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","change_password_wizard","create_uid",2,NULL,"YES","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"2","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","change_password_wizard","id",1,"nextval('change_password_wizard_id_seq'::regclass)","NO","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"1","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","change_password_wizard","write_date",5,NULL,"YES","timestamp without time zone",NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","timestamp",NULL,NULL,NULL,NULL,"5","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","change_password_wizard","write_uid",3,NULL,"YES","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"3","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","decimal_precision","create_date",6,NULL,"YES","timestamp without time zone",NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","timestamp",NULL,NULL,NULL,NULL,"6","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","decimal_precision","create_uid",3,NULL,"YES","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"3","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","decimal_precision","digits",2,NULL,"NO","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"2","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","decimal_precision","id",1,"nextval('decimal_precision_id_seq'::regclass)","NO","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"1","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","decimal_precision","name",5,NULL,"NO","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"5","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","decimal_precision","write_date",7,NULL,"YES","timestamp without time zone",NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","timestamp",NULL,NULL,NULL,NULL,"7","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","decimal_precision","write_uid",4,NULL,"YES","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"4","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_client","binding_model_id",2,NULL,"YES","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"2","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_client","binding_type",6,NULL,"NO","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"6","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_client","binding_view_types",7,NULL,"YES","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"7","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_client","context",15,NULL,"NO","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"15","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_client","create_date",10,NULL,"YES","timestamp without time zone",NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","timestamp",NULL,NULL,NULL,NULL,"10","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_client","create_uid",3,NULL,"YES","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"3","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_client","help",9,NULL,"YES","jsonb",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","jsonb",NULL,NULL,NULL,NULL,"9","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_client","id",1,"nextval('ir_actions_id_seq'::regclass)","NO","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"1","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_client","name",8,NULL,"NO","jsonb",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","jsonb",NULL,NULL,NULL,NULL,"8","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_client","params_store",16,NULL,"YES","bytea",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","bytea",NULL,NULL,NULL,NULL,"16","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_client","res_model",14,NULL,"YES","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"14","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_client","tag",12,NULL,"NO","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"12","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_client","target",13,NULL,"YES","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"13","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_client","type",5,NULL,"NO","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"5","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_client","write_date",11,NULL,"YES","timestamp without time zone",NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","timestamp",NULL,NULL,NULL,NULL,"11","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_client","write_uid",4,NULL,"YES","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"4","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","attachment",17,NULL,"YES","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"17","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","attachment_use",20,NULL,"YES","boolean",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","bool",NULL,NULL,NULL,NULL,"20","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","binding_model_id",2,NULL,"YES","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"2","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","binding_type",6,NULL,"NO","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"6","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","binding_view_types",7,NULL,"YES","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"7","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","create_date",10,NULL,"YES","timestamp without time zone",NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","timestamp",NULL,NULL,NULL,NULL,"10","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","create_uid",3,NULL,"YES","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"3","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","help",9,NULL,"YES","jsonb",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","jsonb",NULL,NULL,NULL,NULL,"9","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","id",1,"nextval('ir_actions_id_seq'::regclass)","NO","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"1","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","model",13,NULL,"NO","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"13","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","multi",19,NULL,"YES","boolean",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","bool",NULL,NULL,NULL,NULL,"19","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","name",8,NULL,"NO","jsonb",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","jsonb",NULL,NULL,NULL,NULL,"8","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","paperformat_id",12,NULL,"YES","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"12","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","print_report_name",18,NULL,"YES","jsonb",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","jsonb",NULL,NULL,NULL,NULL,"18","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","report_file",16,NULL,"YES","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"16","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","report_name",15,NULL,"NO","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"15","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","report_type",14,NULL,"NO","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"14","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","type",5,NULL,"NO","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"5","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","write_date",11,NULL,"YES","timestamp without time zone",NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","timestamp",NULL,NULL,NULL,NULL,"11","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_report_xml","write_uid",4,NULL,"YES","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"4","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server","binding_model_id",2,NULL,"YES","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"2","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server","binding_type",6,NULL,"NO","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"6","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server","binding_view_types",7,NULL,"YES","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"7","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server","code",19,NULL,"YES","text",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","text",NULL,NULL,NULL,NULL,"19","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server","create_date",10,NULL,"YES","timestamp without time zone",NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","timestamp",NULL,NULL,NULL,NULL,"10","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server","create_uid",3,NULL,"YES","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"3","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server","crud_model_id",14,NULL,"YES","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"14","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server","help",9,NULL,"YES","jsonb",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","jsonb",NULL,NULL,NULL,NULL,"9","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server","id",1,"nextval('ir_actions_id_seq'::regclass)","NO","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"1","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server","link_field_id",15,NULL,"YES","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"15","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server","model_id",13,NULL,"NO","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"13","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server","model_name",18,NULL,"YES","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"18","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server","name",8,NULL,"NO","jsonb",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","jsonb",NULL,NULL,NULL,NULL,"8","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server","sequence",12,NULL,"YES","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"12","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server","state",17,NULL,"NO","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"17","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server","type",5,NULL,"NO","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"5","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server","usage",16,NULL,"NO","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"16","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server","write_date",11,NULL,"YES","timestamp without time zone",NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","timestamp",NULL,NULL,NULL,NULL,"11","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server","write_uid",4,NULL,"YES","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"4","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server_group_rel","act_id",1,NULL,"NO","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"1","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_server_group_rel","gid",2,NULL,"NO","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"2","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_url","binding_model_id",2,NULL,"YES","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"2","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_url","binding_type",6,NULL,"NO","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"6","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_url","binding_view_types",7,NULL,"YES","character varying",NULL,1073741824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","varchar",NULL,NULL,NULL,NULL,"7","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_url","create_date",10,NULL,"YES","timestamp without time zone",NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","timestamp",NULL,NULL,NULL,NULL,"10","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
"mmdb007","public","ir_act_url","create_uid",3,NULL,"YES","integer",NULL,NULL,32,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"mmdb007","pg_catalog","int4",NULL,NULL,NULL,NULL,"3","NO","NO",NULL,NULL,NULL,NULL,NULL,"NO","NEVER",NULL,"YES"
